Overriding: dataset = zulu
Overriding: compile = False
Overriding: always_save_checkpoint = False
Overriding: max_iters = 45000
tokens per iteration will be: 491,520
found vocab_size = 10000 (inside data/zulu/meta.pkl)
Initializing a new model from scratch
number of parameters: 92.63M
/home/anxtem001/LanguageModel/nanoGPT/train.py:196: FutureWarning: `torch.cuda.amp.GradScaler(args...)` is deprecated. Please use `torch.amp.GradScaler('cuda', args...)` instead.
  scaler = torch.cuda.amp.GradScaler(enabled=(dtype == 'float16'))
num decayed parameter tensors: 50, with 93,401,088 parameters
num non-decayed parameter tensors: 25, with 19,200 parameters
using fused AdamW: True
step 0: train loss 9.3243, val loss 9.3273
iter 285: loss 5.9397, time 3089.62ms, mfu 34.09%
iter 286: loss 5.8658, time 3091.84ms, mfu 34.09%
iter 287: loss 5.9145, time 3090.74ms, mfu 34.09%
iter 288: loss 6.1217, time 3090.64ms, mfu 34.10%
iter 289: loss 5.9108, time 3091.62ms, mfu 34.10%
iter 290: loss 6.0816, time 3090.11ms, mfu 34.10%
iter 291: loss 6.0136, time 3091.12ms, mfu 34.10%
iter 292: loss 6.0239, time 3091.82ms, mfu 34.10%
iter 293: loss 5.9509, time 3089.90ms, mfu 34.10%
iter 294: loss 6.0029, time 3091.26ms, mfu 34.10%
iter 295: loss 6.0717, time 3090.91ms, mfu 34.10%
iter 296: loss 5.8252, time 3091.26ms, mfu 34.10%
iter 297: loss 5.9306, time 3091.63ms, mfu 34.10%
iter 298: loss 5.9645, time 3091.46ms, mfu 34.10%
iter 299: loss 5.9789, time 3095.04ms, mfu 34.09%
iter 300: loss 6.0211, time 3091.65ms, mfu 34.09%
iter 301: loss 6.0261, time 3090.79ms, mfu 34.09%
iter 302: loss 5.9341, time 3093.18ms, mfu 34.09%
iter 303: loss 5.8882, time 3091.30ms, mfu 34.09%
iter 304: loss 5.8855, time 3090.66ms, mfu 34.09%
iter 305: loss 5.7845, time 3092.29ms, mfu 34.09%
iter 306: loss 5.9891, time 3090.88ms, mfu 34.09%
iter 307: loss 5.8647, time 3092.51ms, mfu 34.09%
iter 308: loss 5.9723, time 3091.57ms, mfu 34.09%
iter 309: loss 5.9381, time 3089.96ms, mfu 34.09%
iter 310: loss 5.9063, time 3092.88ms, mfu 34.09%
iter 311: loss 6.0189, time 3090.72ms, mfu 34.09%
iter 312: loss 5.7885, time 3090.71ms, mfu 34.09%
iter 313: loss 5.8690, time 3092.87ms, mfu 34.09%
iter 314: loss 6.0661, time 3090.86ms, mfu 34.09%
iter 315: loss 6.0153, time 3093.05ms, mfu 34.09%
iter 316: loss 5.6939, time 3093.13ms, mfu 34.09%
iter 317: loss 5.8325, time 3090.34ms, mfu 34.09%
iter 318: loss 5.8878, time 3093.66ms, mfu 34.09%
iter 319: loss 5.8212, time 3093.52ms, mfu 34.09%
iter 320: loss 5.8238, time 3092.86ms, mfu 34.09%
